,﻿,,
,"
	",,
"نام پیام‌رسان",IP,"IP Network","نام دامنه"
نوا,79.174.164.35/32,79.174.164.35/32,"nava.im, navaphone.ir, navaphone.com"
نوا,79.174.164.36/32,79.174.164.36/32,"nava.im, navaphone.ir, navaphone.com"
نوا,79.174.164.37/32,79.174.164.37/32,"nava.im, navaphone.ir, navaphone.com"
نوا,79.174.164.38/32,79.174.164.38/32,"nava.im, navaphone.ir, navaphone.com"
نوا,79.174.164.54/32,79.174.164.54/32,"nava.im, navaphone.ir, navaphone.com"
نوا,194.36.174.108/32,194.36.174.108/32,"nava.im, navaphone.ir, navaphone.com"
نوا,193.176.241.228/32,193.176.241.228/32,"nava.im, navaphone.ir, navaphone.com"
گپ,77.238.120.224/27,77.238.120.224/27,"Gap.im.*,Gaplication.com.*"
گپ,185.141.215.0/27,185.141.215.0/27,"Gap.im.*,Gaplication.com.*"
گپ,195.225.232.0/24,195.225.232.0/24,"Gap.im.*,Gaplication.com.*"
"آی گپ",89.45.51.98/32,89.45.51.98/32,igap.net
"آی گپ",89.45.51.66/32,89.45.51.66/32,igap.net
"آی گپ",89.45.51.84/32,89.45.51.84/32,igap.net
"آی گپ",89.45.51.85/32,89.45.51.85/32,igap.net
"آی گپ",89.45.51.81/32,89.45.51.81/32,igap.net
"آی گپ",89.45.51.92/32,89.45.51.92/32,igap.net
"آی گپ",89.45.51.93/32,89.45.51.93/32,igap.net
"آی گپ",89.45.51.94/32,89.45.51.94/32,igap.net
"آی گپ",89.45.51.76/32,89.45.51.76/32,igap.net
"آی گپ",89.45.51.78/32,89.45.51.78/32,igap.net
"آی گپ",89.45.51.67/32,89.45.51.67/32,igap.net
"آی گپ",89.45.51.68/32,89.45.51.68/32,igap.net
"آی گپ",89.45.51.69/32,89.45.51.69/32,igap.net
"آی گپ",89.45.51.70/32,89.45.51.70/32,igap.net
"آی گپ",89.45.51.99/32,89.45.51.99/32,igap.net
"آی گپ",89.45.51.74/32,89.45.51.74/32,igap.net
"آی گپ",89.45.51.71/32,89.45.51.71/32,igap.net
"آی گپ",89.45.51.82/32,89.45.51.82/32,igap.net
"آی گپ",89.45.51.100/32,89.45.51.100/32,igap.net
"آی گپ",89.45.51.130/32,89.45.51.130/32,igap.net
"آی گپ",89.45.51.8/32,89.45.51.8/32,igap.net
"آی گپ",89.45.51.75/32,89.45.51.75/32,igap.net
"سروش پلاس",185.60.138.0/24,185.60.138.0/24,*.splus.ir.*
"سروش پلاس",185.60.137.0/24,185.60.137.0/24,*.splus.ir.*
"سروش پلاس",185.60.136.0/24,185.60.136.0/24,*.splus.ir.*
کسبینو,185.79.96.192/26,185.79.96.192/26,kasbinoapp.ir
کسبینو,212.33.205.0/24,212.33.205.0/24,kasbinoapp.ir
کسبینو,212.33.198.0/24,212.33.198.0/24,kasbinoapp.ir
کسبینو,212.33.202.0/24,212.33.202.0/24,kasbinoapp.ir
کسبینو,31.7.70.0/24,31.7.70.0/24,kasbinoapp.ir
کسبینو,31.7.78.0/24,31.7.78.0/24,kasbinoapp.ir
ایتا,185.142.158.208/29,185.142.158.208/29,
ایتا,185.142.158.232/29,185.142.158.232/29,
ایتا,2.189.58.0/24,2.189.58.0/24,
ایتا,185.208.180.128/29,185.208.180.128/29,
بله,2.189.68.0/24,2.189.68.0/24,
"اسکای روم",77.238.109.96/24,77.238.109.0/24,
قرار,87.247.188.82/32,87.247.188.82/32,
قرار,87.247.184.223/32,87.247.184.223/32,
قرار,87.247.184.80/32,87.247.184.80/32,
قرار,87.247.186.219/32,87.247.186.219/32,
قرار,87.247.187.12/32,87.247.187.12/32,
قرار,87.247.184.208/32,87.247.184.208/32,
قرار,87.247.184.239/32,87.247.184.239/32,
قرار,87.247.188.167/32,87.247.188.167/32,
قرار,87.247.188.132/32,87.247.188.132/32,
قرار,87.247.184.213/32,87.247.184.213/32,
قرار,87.247.187.155/32,87.247.187.155/32,
قرار,87.247.188.42/32,87.247.188.42/32,
قرار,87.247.186.28/32,87.247.186.28/32,
قرار,87.247.188.143/32,87.247.188.143/32,
قرار,87.247.188.204/32,87.247.188.204/32,
قرار,87.247.186.93/32,87.247.186.93/32,
قرار,87.247.188.213/32,87.247.188.213/32,
قرار,87.247.188.157/32,87.247.188.157/32,
قرار,87.247.186.229/32,87.247.186.229/32,
قرار,87.247.185.76/32,87.247.185.76/32,
قرار,87.247.186.32/32,87.247.186.32/32,
قرار,87.247.186.168/32,87.247.186.168/32,
قرار,87.247.188.12/32,87.247.188.12/32,
قرار,87.247.187.248/32,87.247.187.248/32,
قرار,87.247.184.165/32,87.247.184.165/32,
قرار,87.247.184.83/32,87.247.184.83/32,
قرار,87.247.187.245/32,87.247.187.245/32,
قرار,87.247.188.3/32,87.247.188.3/32,
قرار,87.247.187.246/32,87.247.187.246/32,
قرار,87.247.186.189/32,87.247.186.189/32,
قرار,87.247.186.232/32,87.247.186.232/32,
قرار,87.247.185.122/32,87.247.185.122/32,
ویراستی,195.225.232.0/24,195.225.232.0/24,
ویراستی,77.238.120.224/27,77.238.120.224/27,
ویراستی,185.141.215.0/27,185.141.215.0/27,
ویراستی,2.189.68.156/32,2.189.68.156/32,
ویراستی,2.189.68.157/32,2.189.68.157/32,
ویراستی,2.189.68.158/32,2.189.68.158/32,
,"
",,
